嗚呼,ああ
参会,さんかい
山塊,さんかい
三回,さんかい
山海,さんかい
三回忌,さんかいき
三角,さんかく
参画,さんかく
三角関係,さんかくかんけい
三角形,さんかくけい
参加者,さんかしゃ
酸化防止剤,さんかぼうしざい
参観,さんかん
山間,さんかん
三冠王,さんかんおう
三冠馬,さんかんば
参賀,さんが
山河,さんが
山岳,さんがく
産額,さんがく
三が日,さんがにち
三脚,さんきゃく
産休,さんきゅう
三曲,さんきょく
参議院,さんぎいん
産業,さんぎょう
産業界,さんぎょうかい
産業革命,さんぎょうかくめい
産業機械,さんぎょうきかい
産業スパイ,さんぎょうスパイ
参宮,さんぐう
三軍,さんぐん
山系,さんけい
参詣,さんけい
散見,さんけん
三権,さんけん
懺悔,さんげ
惨劇,さんげき
三絃,さんげん
三校,さんこう
参考,さんこう
参考書,さんこうしょ
散骨,さんこつ
産後,さんご
珊瑚,さんご
三佐,さんさ
山菜,さんさい
散策,さんさく
三三五五,さんさんごご
散在,さんざい
散々,さんざん
蚕糸,さんし
三者,さんしゃ
三種,さんしゅ
参集,さんしゅう
産出,さんしゅつ
算出,さんしゅつ
三春,さんしゅん
参照,さんしょう
三色,さんしょく
三食,さんしょく
三振,さんしん
惨事,さんじ
賛辞,さんじ
三次,さんじ
３時,さんじ
参事,さんじ
参事官,さんじかん
３次元,さんじげん
産児制限,さんじせいげん
三尺,さんじゃく
３１日,さんじゅういちにち
三重殺,さんじゅうさつ
三重奏,さんじゅうそう
３０日,さんじゅうにち
３８度線,さんじゅうはちどせん
賛助,さんじょ
三女,さんじょ
山上,さんじょう
惨状,さんじょう
散水,さんすい
山水,さんすい
算数,さんすう
賛成,さんせい
酸性,さんせい
三省,さんせい
参政権,さんせいけん
山積,さんせき
山川,さんせん
三選,さんせん
参戦,さんせん
産前,さんぜん
酸素,さんそ
山荘,さんそう
酸素吸入,さんそきゅうにゅう
山村,さんそん
山賊,さんぞく
三体,さんたい
三代,さんだい
算段,さんだん
散弾,さんだん
三段跳び,さんだんとび
三段目,さんだんめ
産地,さんち
山地,さんち
山頂,さんちょう
算定,さんてい
三等,さんとう
三度,さんど
賛同,さんどう
参道,さんどう
三男,さんなん
算入,さんにゅう
参入,さんにゅう
三人,さんにん
三年,さんねん
桟橋,さんばし
産廃,さんぱい
参拝,さんぱい
散髪,さんぱつ
散発,さんぱつ
賛美,さんび
賛美歌,さんびか
三拍子,さんびょうし
賛否,さんぴ
産品,さんぴん
産婦人科,さんふじんか
三部,さんぶ
三部作,さんぶさく
産物,さんぶつ
散文,さんぶん
散文詩,さんぶんし
産婦,さんぷ
散布,さんぷ
山腹,さんぷく
産別,さんべつ
三方,さんぼう
参謀,さんぼう
三宝,さんぼう
三本,さんぼん
散歩,さんぽ
三枚,さんまい
三昧,さんまい
三枚目,さんまいめ
散漫,さんまん
酸味,さんみ
三位一体,さんみいったい
山脈,さんみゃく
三面,さんめん
山門,さんもん
三文,さんもん
山野,さんや
三役,さんやく
産油国,さんゆこく
参与,さんよ
山陽,さんよう
産卵,さんらん
散乱,さんらん
三流,さんりゅう
産量,さんりょう
三輪,さんりん
山林,さんりん
三輪車,さんりんしゃ
三塁,さんるい
三塁手,さんるいしゅ
三塁打,さんるいだ
参列,さんれつ
山麓,さんろく
座,ざ
財,ざい
罪悪,ざいあく
在位,ざいい
財界,ざいかい
在外,ざいがい
在外公館,ざいがいこうかん
在学,ざいがく
在京,ざいきょう
在勤,ざいきん
在家,ざいけ
財源,ざいげん
在庫,ざいこ
在校,ざいこう
在郷軍人,ざいごうぐんじん
財産,ざいさん
材質,ざいしつ
在職,ざいしょく
在住,ざいじゅう
罪状,ざいじょう
財政,ざいせい
財政投融資,ざいせいとうゆうし
財政難,ざいせいなん
在籍,ざいせき
在宅,ざいたく
財団,ざいだん
財団法人,ざいだんほうじん
在中,ざいちゅう
在日,ざいにち
在任,ざいにん
罪人,ざいにん
財閥,ざいばつ
在米,ざいべい
財宝,ざいほう
財務,ざいむ
財務官,ざいむかん
罪名,ざいめい
材木,ざいもく
在野,ざいや
在来,ざいらい
在留,ざいりゅう
材料,ざいりょう
財力,ざいりょく
座員,ざいん
座頭,ざがしら
座視,ざし
座敷,ざしき
座礁,ざしょう
挫傷,ざしょう
座席,ざせき
挫折,ざせつ
座禅,ざぜん
座談会,ざだんかい
座長,ざちょう
雑貨,ざっか
雑居,ざっきょ
雑菌,ざっきん
雑穀,ざっこく
雑誌,ざっし
雑種,ざっしゅ
雑食,ざっしょく
雑草,ざっそう
雑則,ざっそく
雑多,ざった
雑踏,ざっとう
雑費,ざっぴ
雑,ざつ
雑音,ざつおん
雑学,ざつがく
雑事,ざつじ
雑談,ざつだん
雑用,ざつよう
座標,ざひょう
座標軸,ざひょうじく
座布団,ざぶとん
座右,ざゆう
蝲蛄,ざりがに
残額,ざんがく
残金,ざんきん
残虐,ざんぎゃく
残業,ざんぎょう
残酷,ざんこく
惨殺,ざんさつ
残滓,ざんし
残暑,ざんしょ
残照,ざんしょう
斬新,ざんしん
残雪,ざんせつ
残像,ざんぞう
残存,ざんぞん
残高,ざんだか
暫定,ざんてい
残党,ざんとう
残忍,ざんにん
残念,ざんねん
惨敗,ざんぱい
残飯,ざんぱん
残務,ざんむ
残余,ざんよ
残留,ざんりゅう
残塁,ざんるい
氏,し
誌,し
市,し
死,し
仕,し
史,し
詩,し
四,し
試合,しあい
仕上がり,しあがり
仕上げ,しあげ
指圧,しあつ
幸せ,しあわせ
思案,しあん
私案,しあん
試案,しあん
恣意,しい
詩歌,しいか
飼育,しいく
椎茸,しいたけ
強いて,しいて
仕入れ,しいれ
仕入れ先,しいれさき
死因,しいん
子音,しいん
試飲,しいん
仕打ち,しうち
試運転,しうんてん
市営,しえい
私営,しえい
市営地下鉄,しえいちかてつ
支援,しえん
塩,しお
潮,しお
塩味,しおあじ
潮風,しおかぜ
塩辛,しおから
塩辛い,しおからい
仕送り,しおくり
塩尻,しおじり
塩漬け,しおづけ
潮時,しおどき
潮干狩り,しおひがり
塩水,しおみず
塩焼き,しおやき
史家,しか
歯科,しか
市価,しか
鹿,しか
死海,しかい
歯科医,しかい
視界,しかい
司会,しかい
市会,しかい
歯科医師,しかいし
司会者,しかいしゃ
歯科衛生士,しかえいせいし
仕返し,しかえし
資格,しかく
視覚,しかく
死角,しかく
四角,しかく
視角,しかく
四角い,しかくい
仕掛け,しかけ
然し,しかし
仕方,しかた
仕方がない,しかたがない
仕方ない,しかたない
死活,しかつ
しか無い,しかない
屍,しかばね
然も,しかも
士官,しかん
弛緩,しかん
史観,しかん
死骸,しがい
市街,しがい
市外,しがい
紫外線,しがいせん
市街地,しがいち
史学,しがく
私学,しがく
志願,しがん
士気,しき
死期,しき
指揮,しき
四季,しき
式,しき
敷居,しきい
敷石,しきいし
色覚,しきかく
敷金,しききん
私企業,しきぎょう
識見,しきけん
色彩,しきさい
色紙,しきし
式次第,しきしだい
指揮者,しきしゃ
識者,しきしゃ
式辞,しきじ
式場,しきじょう
識字率,しきじりつ
色素,しきそ
敷地,しきち
色調,しきちょう
式典,しきてん
式部,しきぶ
敷き布団,しきぶとん
識別,しきべつ
指揮棒,しきぼう
敷き物,しきもの
四球,しきゅう
死球,しきゅう
至急,しきゅう
支給,しきゅう
子宮,しきゅう
始球式,しきゅうしき
死去,しきょ
市況,しきょう
司教,しきょう
支局,しきょく
仕切り,しきり
頻りに,しきりに
資金,しきん
資金繰り,しきんぐり
試金石,しきんせき
資金調達,しきんちょうたつ
市議,しぎ
市議会,しぎかい
始業,しぎょう
詩句,しく
試掘,しくつ
四苦八苦,しくはっく
仕組み,しくみ
仕草,しぐさ
時雨,しぐれ
詩形,しけい
死刑,しけい
死刑囚,しけいしゅう
止血,しけつ
私権,しけん
試験,しけん
私見,しけん
試験管,しけんかん
試験場,しけんじょう
試験的,しけんてき
刺激,しげき
茂み,しげみ
資源,しげん
資源エネルギー庁,しげんエネルギーちょう
嗜好,しこう
試行,しこう
思考,しこう
指向,しこう
志向,しこう
施行,しこう
歯垢,しこう
試行錯誤,しこうさくご
四国,しこく
仕込み,しこみ
凝り,しこり
紫紺,しこん
死語,しご
私語,しご
死後,しご
至極,しごく
子午線,しごせん
仕事,しごと
仕事柄,しごとがら
仕事師,しごとし
仕事中,しごとちゅう
仕事始め,しごとはじめ
仕事場,しごとば
示唆,しさ
司祭,しさい
子細,しさい
施策,しさく
試作,しさく
思索,しさく
詩作,しさく
視察,しさつ
刺殺,しさつ
資産,しさん
試算,しさん
資材,しざい
私財,しざい
死産,しざん
獅子,しし
志士,しし
四肢,しし
四死球,ししきゅう
紙質,ししつ
資質,ししつ
脂質,ししつ
獅子舞,ししまい
試写,ししゃ
使者,ししゃ
支社,ししゃ
試射,ししゃ
死者,ししゃ
四捨五入,ししゃごにゅう
死守,ししゅ
詩集,ししゅう
刺繍,ししゅう
支出,ししゅつ
思春期,ししゅんき
司書,ししょ
支署,ししょ
支所,ししょ
史書,ししょ
支障,ししょう
師匠,ししょう
死傷,ししょう
死傷者,ししょうしゃ
私小説,ししょうせつ
試食,ししょく
私書箱,ししょばこ
指針,ししん
私心,ししん
私信,ししん
指示,しじ
私事,しじ
師事,しじ
支持,しじ
史実,しじつ
始終,しじゅう
四十九日,しじゅうくにち
四重奏,しじゅうそう
私塾,しじゅく
紫綬褒章,しじゅほうしょう
子女,しじょ
史上,しじょう
私情,しじょう
誌上,しじょう
市場,しじょう
至上,しじょう
試乗,しじょう
詩情,しじょう
紙上,しじょう
市場占有率,しじょうせんゆうりつ
市場調査,しじょうちょうさ
至上命令,しじょうめいれい
詩人,しじん
私人,しじん
指数,しすう
静岡,しずおか
静か,しずか
滴,しずく
静けさ,しずけさ
至誠,しせい
市井,しせい
姿勢,しせい
死生,しせい
市制,しせい
施政,しせい
市政,しせい
私生活,しせいかつ
私生児,しせいじ
史跡,しせき
私設,しせつ
施設,しせつ
使節,しせつ
視線,しせん
死線,しせん
四川,しせん
自然,しぜん
自然界,しぜんかい
自然科学,しぜんかがく
自然環境,しぜんかんきょう
自然休会,しぜんきゅうかい
自然公園,しぜんこうえん
自然増収,しぜんぞうしゅう
自然淘汰,しぜんとうた
始祖,しそ
思想,しそう
子息,しそく
子孫,しそん
氏族,しぞく
下,した
舌,した
下味,したあじ
死体,したい
肢体,したい
肢体不自由児,したいふじゆうじ
慕う,したう
下請け,したうけ
下請け業者,したうけぎょうしゃ
舌打ち,したうち
下絵,したえ
従う,したがう
下書き,したがき
従って,したが
下側,したがわ
下着,したぎ
支度,したく
下草,したくさ
下唇,したくちびる
下心,したごころ
舌触り,したざわり
親しい,したしい
親しみ,したしみ
下調べ,したしらべ
下地,したじ
下敷き,したじき
下準備,したじゅんび
舌足らず,したたらず
下っ腹,したっぱら
舌鼓,したつづみ
下積み,したづみ
下手,したて
仕立て,したて
下手投げ,したてなげ
下取り,したどり
下値,したね
下働き,したばたらき
下火,したび
下町,したまち
下回り,したまわり
下見,したみ
下向き,したむき
次第,しだい
私大,しだい
次第に,しだいに
仕出し,しだし
師団,しだん
七,しち
七回忌,しちかいき
七五三,しちごさん
七三,しちさん
七七日,しちしちにち
７時,しちじ
七福神,しちふくじん
七面鳥,しちめんちょう
試着,しちゃく
質屋,しちや
市中,しちゅう
支柱,しちゅう
市中銀行,しちゅうぎんこう
視聴,しちょう
市長,しちょう
市庁,しちょう
思潮,しちょう
支庁,しちょう
視聴覚,しちょうかく
視聴者,しちょうしゃ
市町村,しちょうそん
視聴率,しちょうりつ
司直,しちょく
失火,しっか
失格,しっかく
確り,しっかり
疾患,しっかん
漆器,しっき
失脚,しっきゃく
失禁,しっきん
疾駆,しっく
湿気,しっけ
失敬,しっけい
執行,しっこう
失効,しっこう
執行委員,しっこういいん
執行機関,しっこうきかん
執行部,しっこうぶ
執行猶予,しっこうゆうよ
漆黒,しっこく
失策,しっさく
失笑,しっしょう
失職,しっしょく
湿疹,しっしん
失神,しっしん
失政,しっせい
失跡,しっせき
